Updated On,State,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Total Individuals Vaccinated
15-04-2021,Bihar,4714910,637950,2367479,2346892,539,269422,5083438,Null,172,393566,1874499,2445909,4714910
16-04-2021,Bihar,4774916,651371,2400394,2373969,553,281410,5144877,Null,173,394858,1907005,2472117,4774916
17-04-2021,Bihar,4895185,682821,2467117,2427501,567,293703,5284303,Null,174,397741,1971174,2525331,4895185
18-04-2021,Bihar,4984400,701974,2516039,2467783,578,301567,5384807,Null,174,399068,2018767,2565629,4984400
19-04-2021,Bihar,5099038,737639,2579369,2519074,595,310307,5526370,Null,175,401779,2078558,2617763,5099038
20-04-2021,Bihar,5195367,768720,2633442,2561314,611,319116,5644971,Null,175,403800,2129587,2661047,5195367
21-04-2021,Bihar,5265128,791983,2672276,2592230,622,324892,5732219,Null,176,405315,2167926,2690953,5265128
22-04-2021,Bihar,5344307,825341,2716504,2627167,636,332830,5836818,Null,177,407334,2211450,2724578,5344307
23-04-2021,Bihar,5415848,854934,2756624,2658582,642,340190,5930592,Null,178,409756,2251242,2753897,5415848
24-04-2021,Bihar,5480243,881821,2792909,2686679,655,347867,6014197,Null,179,412086,2287882,2779315,5480243
25-04-2021,Bihar,5534535,902592,2823940,2709931,664,352127,6085000,Null,179,413525,2318481,2801554,5534535
26-04-2021,Bihar,5615151,942706,2868822,2745654,675,358812,6199045,Null,179,416173,2362927,2835067,5615151
27-04-2021,Bihar,5686449,975341,2909244,2776519,686,364993,6296797,Null,179,558059,2263202,2864197,5686449
28-04-2021,Bihar,5752082,1009389,2946062,2805327,693,370807,6390664,Null,179,562159,2298645,2890276,5752082
29-04-2021,Bihar,5821599,1048123,2985176,2835715,708,377281,6492441,Null,180,567181,2336696,2916965,5821599
30-04-2021,Bihar,5881859,1085633,3019397,2861742,720,385347,6582145,Null,180,572437,2369838,2938810,5881859
01-05-2021,Bihar,5928725,1119045,3046770,2881219,736,391991,6655779,Null,180,577355,2395519,2955071,5928725
02-05-2021,Bihar,5965407,1145143,3067765,2896899,743,396195,6714355,Null,180,574826,2421841,2968034,5965407
03-05-2021,Bihar,6027693,1205478,3103314,2923627,752,403840,6829331,Null,182,580332,2455247,2991407,6027693
04-05-2021,Bihar,6092049,1267817,3140680,2950603,766,413470,6946396,Null,183,587086,2489208,3015043,6092049
05-05-2021,Bihar,6150797,1325072,3175047,2974968,782,422099,7053770,Null,183,594498,2519250,3036336,6150797
06-05-2021,Bihar,6212706,1391391,3211123,3000791,792,429065,7175032,Null,183,602304,2551552,3058132,6212706
07-05-2021,Bihar,6261291,1437476,3239886,3020602,803,438491,7260276,Null,183,609383,2576576,3074612,6261291
08-05-2021,Bihar,6304398,1478358,3265339,3038250,809,449731,7333025,Null,183,616430,2599035,3088208,6304398
09-05-2021,Bihar,6411990,1493708,3339393,3071762,835,456010,7449688,Null,183,707085,2610086,3094085,6411990
10-05-2021,Bihar,6552924,1555535,3430766,3121277,881,466854,7641605,Null,183,802922,2639391,3109725,6552924
11-05-2021,Bihar,6669849,1619885,3503674,3165269,906,478929,7810805,Null,183,868582,2672158,3128150,6669849
12-05-2021,Bihar,6771938,1638912,3568594,3202406,938,518121,7892729,Null,183,938215,2693521,3139173,6771938
13-05-2021,Bihar,6907777,1660256,3656030,3250774,973,556206,8011827,Null,183,1042527,2714458,3149690,6907777
14-05-2021,Bihar,7038183,1675080,3739345,3297823,1015,578715,8134548,Null,183,1149475,2730423,3157100,7038183
15-05-2021,Bihar,7180068,1689456,3829966,3349038,1064,593607,8275917,Null,185,1268600,2745972,3164192,7180068
16-05-2021,Bihar,7303994,1691002,3910056,3392834,1104,603397,8391599,Null,185,1383132,2752667,3166777,7303994
17-05-2021,Bihar,7411900,1697069,3979595,3431162,1143,624474,8484495,Null,186,1473613,2765172,3171599,7411900
18-05-2021,Bihar,7483076,1705067,4024664,3457245,1167,653650,8534493,Null,186,1523201,2780255,3178054,7483076
19-05-2021,Bihar,7533234,1711269,4055849,3476204,1181,676443,8568060,Null,188,1552616,2794867,3184165,7533234
20-05-2021,Bihar,7649684,1714635,4130602,3517849,1233,687077,8677242,Null,189,1657827,2802664,3187484,7649684
21-05-2021,Bihar,7740228,1721576,4186389,3552576,1263,703439,8758365,0,190,1727357,2817403,3193704,7740228
22-05-2021,Bihar,7792417,1729567,4218398,3572736,1283,720880,8801104,0,190,1758246,2832198,3200164,7792417
23-05-2021,Bihar,7946124,1734195,4314767,3629998,1359,730210,8950109,0,190,1898012,2841540,3204640,7946124
24-05-2021,Bihar,8126351,1740624,4428170,3696735,1446,742073,9124902,0,190,2061663,2853123,3209492,8126351
25-05-2021,Bihar,8240377,1747954,4500545,3738337,1495,755929,9232402,0,190,2161959,2862907,3213320,8240377
26-05-2021,Bihar,8310987,1754607,4545683,3763780,1524,767758,9297836,0,191,2208411,2880235,3220094,8310987
27-05-2021,Bihar,8358232,1759723,4574895,3781803,1534,776108,9341847,0,191,2233476,2895668,3226816,8358232
28-05-2021,Bihar,8387278,1764575,4592530,3793203,1545,782672,9369181,0,191,2246216,2906760,3232021,8387278
29-05-2021,Bihar,8431414,1773159,4619004,3810857,1553,795116,9409457,0,191,2261778,2926372,3240965,8431414
30-05-2021,Bihar,8467861,1779554,4639735,3826562,1564,804259,9443156,0,191,2270460,2945260,3249828,8467861
31-05-2021,Bihar,8516097,1791503,4667304,3847222,1571,817845,9489755,0,191,2281461,2970872,3261439,8516097
01-06-2021,Bihar,8563603,1803086,4693979,3868046,1578,830835,9535854,0,193,2289937,2996868,3274463,8563603
02-06-2021,Bihar,8612656,1812319,4720745,3890328,1583,841901,9583074,0,195,2297889,3024347,3288064,8612656
03-06-2021,Bihar,8764409,1820879,4812092,3950693,1624,865681,9719607,0,196,2406210,3053322,3302386,8764409
04-06-2021,Bihar,8941673,1830579,4919926,4020049,1698,891581,9880671,0,196,2543344,3080223,3315420,8941673
05-06-2021,Bihar,9083469,1839056,5004520,4077199,1750,916993,10005532,0,196,2639165,3110897,3330618,9083469
06-06-2021,Bihar,9183267,1846767,5062126,4119362,1779,944593,10085441,0,197,2699664,3136884,3343857,9183267
07-06-2021,Bihar,9277636,1857101,5115446,4160390,1800,977551,10157186,0,197,2749119,3166960,3358635,9277636
08-06-2021,Bihar,9362801,1868791,5162706,4198274,1821,1012409,10219183,0,197,2786932,3198367,3374528,9362801
09-06-2021,Bihar,9530621,1878710,5264974,4263769,1878,1035635,10373696,0,197,2912293,3227046,3388113,9530621
10-06-2021,Bihar,9712352,1887467,5378257,4332166,1929,1053972,10545847,0,197,3050937,3256472,3401588,9712352
11-06-2021,Bihar,9881658,1897311,5475709,4403969,1980,1065775,10713194,0,197,3172385,3289515,3416257,9881658
12-06-2021,Bihar,10032415,1906383,5559406,4470981,2028,1075681,10863117,0,199,3268796,3326163,3433870,10032415
13-06-2021,Bihar,10119417,1912612,5606378,4511002,2037,1081894,10950135,0,199,3314823,3353567,3447416,10119417
14-06-2021,Bihar,10210633,1922700,5655062,4553530,2041,1091206,11042127,0,199,3355696,3386996,3464291,10210633
15-06-2021,Bihar,10273357,1932050,5687518,4583793,2046,1099531,11105876,0,199,3377936,3412993,3478757,10273357
16-06-2021,Bihar,10763130,1953681,5958003,4802979,2148,1124634,11592177,0,200,3798531,3460827,3499791,10763130
17-06-2021,Bihar,10995411,1987002,6085226,4907985,2200,1163058,11819355,0,200,3980008,3495331,3515944,10995411
18-06-2021,Bihar,11158741,2015939,6171990,4984520,2231,1212817,11961863,0,200,4087195,3532044,3535259,11158741
19-06-2021,Bihar,11471642,2038014,6346029,5123326,2287,1266734,12242922,0,201,4341451,3571286,3554431,11471642
20-06-2021,Bihar,11630826,2049552,6436064,5192448,2314,1297687,12382691,0,201,4469114,3592438,3564700,11630826
21-06-2021,Bihar,12161634,2073424,6726542,5432655,2437,1387886,12847172,0,201,4888908,3666729,3601112,12161634
22-06-2021,Bihar,12546864,2095532,6931464,5612891,2509,1484822,13157574,0,201,5181059,3728106,3632662,12546864
23-06-2021,Bihar,12863306,2115111,7101980,5758762,2564,1547162,13431255,0,201,5418790,3780400,3658926,12863306
24-06-2021,Bihar,13127210,2137362,7241294,5883304,2612,1612751,13651821,0,201,5613532,3825493,3682864,13127210
25-06-2021,Bihar,13355865,2156651,8537977,6971740,2799,1697897,13814612,7,202,Null,Null,Null,Null
26-06-2021,Bihar,13508016,2175182,8630298,7050060,2840,1742229,13940825,144,205,Null,Null,Null,Null
27-06-2021,Bihar,13562883,2182032,8663107,7078958,2850,1759614,13985022,279,206,Null,Null,Null,Null
28-06-2021,Bihar,13608219,2194511,8694847,7105022,2861,1777820,14024554,356,206,Null,Null,Null,Null
29-06-2021,Bihar,13650265,2205814,8723574,7129602,2903,1794776,14060877,426,206,Null,Null,Null,Null
30-06-2021,Bihar,13683539,2215483,8746748,7149362,2912,1805950,14092595,477,207,Null,Null,Null,Null
01-07-2021,Bihar,13863804,2252309,8864674,7248480,2959,1826132,14289456,525,207,Null,Null,Null,Null
02-07-2021,Bihar,14384051,2331977,9184960,7528013,3055,1850867,14864598,563,207,Null,Null,Null,Null
03-07-2021,Bihar,14723129,2395444,9394010,7721407,3156,1870072,15247918,583,208,Null,Null,Null,Null
04-07-2021,Bihar,14835284,2420452,9465222,7787329,3185,1880704,15374449,583,208,Null,Null,Null,Null
05-07-2021,Bihar,14935067,2449028,9531480,7849401,3214,1890542,15492970,583,208,Null,Null,Null,Null
06-07-2021,Bihar,15046903,2479942,9607873,7915722,3250,1897811,15628446,588,208,Null,Null,Null,Null
07-07-2021,Bihar,15113068,2497032,9652635,7954202,3263,1900553,15708959,588,210,Null,Null,Null,Null
08-07-2021,Bihar,15479479,2583679,9890286,8169514,3358,1903960,16158610,588,211,Null,Null,Null,Null
09-07-2021,Bihar,15741778,2638686,10055274,8321765,3425,1906430,16473446,588,212,Null,Null,Null,Null
10-07-2021,Bihar,15881330,2673827,10147662,8404033,3462,1909728,16644840,589,213,Null,Null,Null,Null
11-07-2021,Bihar,15907215,2685111,10167125,8421736,3465,1910822,16680915,589,213,Null,Null,Null,Null
12-07-2021,Bihar,16191133,2752719,10350948,8589359,3545,1913285,17029935,632,213,Null,Null,Null,Null
13-07-2021,Bihar,16313606,2780898,10431825,8659101,3578,1914578,17179193,733,213,Null,Null,Null,Null
14-07-2021,Bihar,16477106,2825364,10540157,8758708,3605,1984559,17317064,847,213,Null,Null,Null,Null
15-07-2021,Bihar,16847635,2935522,10791832,8987545,3780,2043673,17738563,921,213,Null,Null,Null,Null
16-07-2021,Bihar,17088089,3004065,10953837,9134455,3862,2088284,18002866,1004,216,Null,Null,Null,Null
17-07-2021,Bihar,17553230,3109839,11252640,9406459,3970,2113240,18548725,1104,217,Null,Null,Null,Null
18-07-2021,Bihar,17761503,3153419,11382797,9528089,4036,2121052,18792663,1207,217,Null,Null,Null,Null
19-07-2021,Bihar,18112947,3226656,11599516,9735950,4137,2136252,19201990,1361,218,Null,Null,Null,Null
20-07-2021,Bihar,18257434,3261168,11693867,9820561,4174,2151591,19365500,1511,218,Null,Null,Null,Null
21-07-2021,Bihar,18282135,3267574,11709895,9835634,4180,2154511,19393582,1616,219,Null,Null,Null,Null
22-07-2021,Bihar,18344999,3307373,11764545,9883623,4204,2206175,19444470,1727,219,Null,Null,Null,Null
23-07-2021,Bihar,18385807,3329775,11798494,9912873,4215,2237000,19476744,1838,219,Null,Null,Null,Null
24-07-2021,Bihar,18652095,3403123,11982913,10068027,4278,2249999,19803256,1963,219,Null,Null,Null,Null
25-07-2021,Bihar,19020216,3500866,12228709,10288019,4354,2292880,20226159,2043,220,Null,Null,Null,Null
26-07-2021,Bihar,19299851,3573187,12417822,10450797,4419,2336992,20533902,2144,220,Null,Null,Null,Null
27-07-2021,Bihar,19489196,3624401,12544980,10564158,4459,2373336,20738074,2187,223,Null,Null,Null,Null
28-07-2021,Bihar,19604300,3665879,12625403,10640273,4503,2454356,20813627,2196,224,Null,Null,Null,Null
29-07-2021,Bihar,19910198,3752317,12831255,10826682,4578,2505901,21154408,2206,224,Null,Null,Null,Null
30-07-2021,Bihar,20156249,3813569,12990294,10974866,4658,2539120,21428476,2222,225,Null,Null,Null,Null
31-07-2021,Bihar,20551758,3890706,13231179,11206529,4756,2578195,21862026,2243,227,Null,Null,Null,Null
01-08-2021,Bihar,20779993,3919846,13359353,11335686,4800,2594949,22102641,2249,227,Null,Null,Null,Null
02-08-2021,Bihar,20925271,3961675,13459123,11422984,4839,2628256,22256416,2274,227,Null,Null,Null,Null
03-08-2021,Bihar,21000662,3997295,13514195,11478902,4860,2672605,22323059,2293,229,Null,Null,Null,Null
04-08-2021,Bihar,21321757,4079998,13726858,11669963,4934,2704557,22694894,2304,230,Null,Null,Null,Null
05-08-2021,Bihar,21967887,4206295,14111190,12057865,5127,2725990,23445866,2326,231,Null,Null,Null,Null
06-08-2021,Bihar,22499306,4294218,14413955,12374298,5271,2745986,24045151,2387,233,Null,Null,Null,Null
07-08-2021,Bihar,22945519,4399665,14688540,12651228,5416,2883211,24459496,2477,235,Null,Null,Null,Null
08-08-2021,Bihar,23181822,4446262,14824871,12797721,5492,2946892,24678715,2477,236,Null,Null,Null,Null
09-08-2021,Bihar,23350171,4484768,14926420,12902990,5529,3006086,24826305,2548,236,Null,Null,Null,Null
16-01-2021,Chandigarh,120,0,94,26,0,0,120,Null,Null,Null,Null,Null,120
17-01-2021,Chandigarh,120,0,94,26,0,0,120,Null,Null,Null,Null,Null,120
18-01-2021,Chandigarh,158,0,116,42,0,0,158,Null,Null,Null,Null,Null,158
19-01-2021,Chandigarh,165,0,110,55,0,0,165,Null,Null,Null,Null,Null,165
20-01-2021,Chandigarh,165,0,110,55,0,0,165,Null,Null,Null,Null,Null,165
21-01-2021,Chandigarh,281,0,182,99,0,0,281,Null,Null,Null,Null,Null,281
22-01-2021,Chandigarh,507,0,305,202,0,0,507,Null,Null,Null,Null,Null,507
23-01-2021,Chandigarh,790,0,451,339,0,0,790,Null,Null,Null,Null,Null,790
24-01-2021,Chandigarh,797,0,456,341,0,0,797,Null,Null,Null,Null,Null,797
25-01-2021,Chandigarh,1172,0,650,522,0,0,1172,Null,Null,Null,Null,Null,1172
26-01-2021,Chandigarh,1174,0,652,522,0,0,1174,Null,Null,Null,Null,Null,1174
27-01-2021,Chandigarh,1519,0,826,693,0,0,1519,Null,Null,Null,Null,Null,1519
28-01-2021,Chandigarh,1821,0,980,841,0,0,1821,Null,Null,Null,Null,Null,1821
29-01-2021,Chandigarh,1874,0,1016,858,0,0,1874,Null,Null,Null,Null,Null,1874
30-01-2021,Chandigarh,2206,0,1181,1025,0,0,2206,Null,Null,Null,Null,Null,2206
31-01-2021,Chandigarh,2217,0,1188,1029,0,0,2217,Null,Null,Null,Null,Null,2217
01-02-2021,Chandigarh,2390,0,1278,1112,0,0,2390,Null,Null,Null,Null,Null,2390
02-02-2021,Chandigarh,2492,0,1319,1173,0,0,2492,Null,Null,Null,Null,Null,2492
03-02-2021,Chandigarh,2808,0,1499,1309,0,0,2808,Null,Null,Null,Null,Null,2808
04-02-2021,Chandigarh,3150,0,1664,1486,0,0,3150,Null,Null,Null,Null,Null,3150
05-02-2021,Chandigarh,3511,0,1861,1650,0,0,3511,Null,Null,Null,Null,Null,3511
06-02-2021,Chandigarh,3858,0,2107,1751,0,0,3858,Null,Null,Null,Null,Null,3858
07-02-2021,Chandigarh,3858,0,2107,1751,0,0,3858,Null,Null,Null,Null,Null,3858
08-02-2021,Chandigarh,4189,0,2359,1830,0,0,4189,Null,Null,Null,Null,Null,4189
09-02-2021,Chandigarh,4571,0,2661,1910,0,0,4571,Null,Null,Null,Null,Null,4571
10-02-2021,Chandigarh,5004,0,3017,1987,0,0,5004,Null,Null,Null,Null,Null,5004
11-02-2021,Chandigarh,5480,0,3365,2115,0,0,5480,Null,Null,Null,Null,Null,5480
12-02-2021,Chandigarh,6056,0,3773,2283,0,1,6055,Null,Null,Null,Null,Null,6056
13-02-2021,Chandigarh,6709,117,4299,2410,0,1,6708,Null,Null,Null,Null,Null,6709
14-02-2021,Chandigarh,6712,117,4301,2411,0,1,6711,Null,Null,Null,Null,Null,6712
15-02-2021,Chandigarh,7214,118,4703,2511,0,2,7212,Null,Null,Null,Null,Null,7214
16-02-2021,Chandigarh,7836,182,5194,2642,0,3,7833,Null,Null,Null,Null,Null,7836
17-02-2021,Chandigarh,8364,197,5636,2728,0,6,8358,Null,Null,Null,Null,Null,8364
18-02-2021,Chandigarh,8789,398,5989,2800,0,8,8781,Null,Null,Null,Null,Null,8789
19-02-2021,Chandigarh,9554,511,6495,3059,0,9,9545,Null,Null,Null,Null,Null,9554
20-02-2021,Chandigarh,10379,746,7138,3241,0,9,10370,Null,Null,Null,Null,Null,10379
21-02-2021,Chandigarh,10379,746,7138,3241,0,9,10370,Null,Null,Null,Null,Null,10379
22-02-2021,Chandigarh,11279,1012,7811,3468,0,10,11269,Null,Null,Null,Null,Null,11279
23-02-2021,Chandigarh,12449,1145,8722,3727,0,11,12438,Null,Null,Null,Null,Null,12449
24-02-2021,Chandigarh,13675,1214,9613,4062,0,18,13657,Null,Null,Null,Null,Null,13675
25-02-2021,Chandigarh,15100,1479,10675,4425,0,45,15055,Null,Null,Null,Null,Null,15100
26-02-2021,Chandigarh,16927,1640,12147,4780,0,54,16873,Null,Null,Null,Null,Null,16927
27-02-2021,Chandigarh,16927,1640,12147,4780,0,54,16873,Null,Null,Null,Null,Null,16927
28-02-2021,Chandigarh,16927,1640,12147,4780,0,54,16873,Null,Null,Null,Null,Null,16927
01-03-2021,Chandigarh,16927,1640,12147,4780,0,54,16873,Null,Null,Null,Null,Null,16927
02-03-2021,Chandigarh,19725,1942,14193,5532,0,57,19668,Null,Null,Null,Null,Null,19725
03-03-2021,Chandigarh,21765,2135,15600,6165,0,61,21704,Null,Null,Null,Null,Null,21765
04-03-2021,Chandigarh,23665,2484,16836,6829,0,64,23601,Null,Null,Null,Null,Null,23665
05-03-2021,Chandigarh,25595,2802,17974,7621,0,66,25529,Null,Null,Null,Null,Null,25595
06-03-2021,Chandigarh,27526,3153,19143,8383,0,67,27459,Null,Null,Null,Null,Null,27526
07-03-2021,Chandigarh,27748,3154,19248,8500,0,68,27680,Null,Null,Null,Null,Null,27748
08-03-2021,Chandigarh,29863,3613,20502,9361,0,69,29794,Null,Null,Null,Null,Null,29863
09-03-2021,Chandigarh,28622,4116,22363,10375,0,0,32733,Null,Null,Null,Null,Null,32738
10-03-2021,Chandigarh,30598,4607,23850,11355,0,0,35200,Null,Null,Null,Null,Null,35205
11-03-2021,Chandigarh,31298,4694,24269,11723,0,0,35987,Null,Null,Null,Null,Null,35992
12-03-2021,Chandigarh,33104,5156,25585,12675,0,0,38255,Null,Null,Null,Null,Null,38260
13-03-2021,Chandigarh,34856,5666,26866,13656,0,0,40517,Null,Null,Null,Null,Null,40522
14-03-2021,Chandigarh,34965,5736,26987,13714,0,0,40696,Null,Null,Null,Null,Null,40701
15-03-2021,Chandigarh,36848,6373,28570,14651,0,0,43216,Null,Null,Null,Null,Null,43221
16-03-2021,Chandigarh,42234,6945,27417,14817,0,0,49179,Null,48,13462,13318,15449,42234
17-03-2021,Chandigarh,50040,7409,31679,18360,1,0,57449,Null,49,13705,14342,21988,50040
18-03-2021,Chandigarh,51658,7862,32583,19074,1,0,59520,Null,50,13971,14648,23034,51658
19-03-2021,Chandigarh,53379,8263,33496,19882,1,0,61642,Null,54,14204,15017,24153,53379
20-03-2021,Chandigarh,54986,8659,34335,20650,1,0,63645,Null,55,14453,15378,25149,54986
21-03-2021,Chandigarh,55144,8664,34418,20725,1,0,63808,Null,55,14471,15420,25247,55144
22-03-2021,Chandigarh,56588,9158,35201,21386,1,0,65746,Null,56,14665,15739,26178,56588
23-03-2021,Chandigarh,57782,9610,35877,21904,1,0,67392,Null,59,14866,16046,26864,57782
24-03-2021,Chandigarh,58992,9967,36577,22414,1,0,68959,Null,60,15048,16286,27652,58992
25-03-2021,Chandigarh,60519,10308,37415,23103,1,0,70827,Null,60,15377,16608,28527,60519
26-03-2021,Chandigarh,61839,10719,38164,23674,1,0,72558,Null,60,15612,16929,29291,61839
27-03-2021,Chandigarh,63168,10983,38829,24338,1,0,74151,Null,61,15806,17222,30133,63168
28-03-2021,Chandigarh,63269,10988,38883,24385,1,0,74257,Null,61,15818,17257,30187,63269
29-03-2021,Chandigarh,63294,10990,38893,24400,1,0,74284,Null,61,15817,17266,30204,63294
30-03-2021,Chandigarh,64574,11435,39599,24974,1,0,76009,Null,61,15962,17528,31077,64574
31-03-2021,Chandigarh,65748,11963,40264,25483,1,0,77711,Null,62,16118,17720,31903,65748
